cust_id,contact_type,duration,contact_num,p_days,p_outcome,y,date
99008,cellular,120,1,999,nonexistent,yes,2009-04-12
30686,cellular,104,2,999,nonexistent,no,2009-09-06
86888,cellular,1616,4,19,success,no,2010-09-25
80056,telephone,89,3,999,nonexistent,no,2008-06-09
67493,telephone,426,2,999,nonexistent,no,2008-06-16
40686,cellular,736,7,999,nonexistent,no,2009-04-21
42319,cellular,177,3,999,nonexistent,no,2009-04-28
38907,telephone,563,1,999,nonexistent,yes,2008-06-27
11222,cellular,75,2,999,nonexistent,no,2009-04-28
44034,telephone,273,3,999,nonexistent,no,2008-05-06
19493,telephone,15,10,999,nonexistent,no,2008-05-24
69611,telephone,39,9,999,nonexistent,no,2008-07-10
99783,telephone,88,1,999,nonexistent,no,2008-06-22
81447,telephone,99,1,999,nonexistent,no,2008-05-21
24787,cellular,283,4,999,nonexistent,no,2008-07-15
67498,cellular,182,3,999,nonexistent,no,2008-11-12
26065,cellular,137,2,999,nonexistent,no,2008-08-21
30364,telephone,107,2,999,failure,no,2009-08-28
26494,telephone,28,3,999,nonexistent,no,2008-05-17
15404,cellular,429,1,999,nonexistent,no,2009-04-29
40233,cellular,1073,1,999,nonexistent,yes,2009-04-16
79238,telephone,379,1,999,nonexistent,no,2008-05-21
40585,telephone,206,2,999,nonexistent,no,2008-05-23
11989,cellular,387,1,999,nonexistent,yes,2009-09-11
99924,telephone,179,2,999,nonexistent,no,2008-05-14
77230,cellular,262,3,999,nonexistent,no,2008-11-10
9730,cellular,177,1,999,nonexistent,no,2008-08-06
83643,telephone,199,7,999,nonexistent,no,2008-06-25
98428,telephone,221,2,999,nonexistent,no,2008-05-19
71263,cellular,253,1,999,nonexistent,no,2009-05-05
85602,cellular,293,2,999,nonexistent,no,2009-04-19
69733,cellular,163,1,999,nonexistent,no,2009-05-01
81410,cellular,84,3,999,nonexistent,no,2009-05-14
54804,telephone,352,1,999,nonexistent,no,2008-05-07
66009,telephone,110,3,999,nonexistent,no,2008-06-27
12926,cellular,200,2,999,nonexistent,no,2009-05-11
50608,cellular,73,1,999,nonexistent,no,2008-08-09
1900,telephone,125,1,999,nonexistent,no,2008-05-16
774,telephone,87,2,999,nonexistent,no,2008-05-09
72578,cellular,265,1,999,nonexistent,no,2008-08-08
13874,cellular,72,4,999,nonexistent,no,2009-05-11
35212,cellular,122,4,999,failure,no,2010-04-28
34360,telephone,42,2,999,nonexistent,no,2008-06-30
69768,cellular,142,3,999,nonexistent,no,2008-08-01
56179,cellular,144,3,999,nonexistent,no,2008-07-03
24453,telephone,207,1,6,success,no,2010-11-29
75272,cellular,277,1,999,nonexistent,no,2008-11-17
48045,telephone,274,6,999,nonexistent,no,2008-05-16
18389,telephone,109,2,999,nonexistent,no,2008-06-07
83492,telephone,224,1,999,nonexistent,no,2008-05-24
31974,telephone,258,18,999,nonexistent,no,2008-06-02
56418,cellular,190,1,999,nonexistent,no,2008-07-16
10532,telephone,117,2,999,nonexistent,no,2008-06-25
66797,telephone,246,3,999,nonexistent,no,2008-06-17
62104,cellular,176,1,999,nonexistent,no,2008-07-23
56559,cellular,34,11,999,nonexistent,no,2008-08-03
84544,telephone,111,8,999,nonexistent,no,2008-06-13
149,telephone,773,1,3,success,yes,2009-09-11
2904,cellular,433,3,999,nonexistent,no,2008-08-29
6807,cellular,334,3,999,nonexistent,no,2008-07-22
16375,cellular,289,2,999,nonexistent,yes,2009-08-24
76365,cellular,561,1,999,nonexistent,yes,2008-11-06
99001,cellular,250,1,999,failure,no,2009-08-17
40326,cellular,200,1,6,success,yes,2010-04-20
72223,cellular,750,2,999,nonexistent,yes,2009-05-19
8004,cellular,106,4,999,nonexistent,no,2008-07-10
58552,cellular,219,1,999,nonexistent,no,2008-11-19
8432,cellular,1142,5,999,nonexistent,yes,2008-07-21
11844,cellular,244,2,6,success,yes,2010-08-23
96900,cellular,115,3,999,nonexistent,no,2010-07-03
55720,cellular,491,1,999,nonexistent,no,2008-07-19
83347,cellular,172,1,999,nonexistent,no,2009-10-24
24713,cellular,326,3,999,nonexistent,no,2008-08-16
2813,telephone,537,5,999,nonexistent,no,2008-06-17
67319,cellular,176,1,999,nonexistent,no,2009-05-30
94202,telephone,4199,3,999,nonexistent,yes,2008-08-05
95786,telephone,159,1,999,nonexistent,no,2008-05-06
94857,telephone,157,5,999,nonexistent,no,2008-05-21
79489,cellular,141,1,999,nonexistent,no,2009-05-11
68977,cellular,65,4,999,nonexistent,no,2008-07-16
46899,telephone,364,2,999,nonexistent,no,2008-05-02
43544,cellular,192,6,999,nonexistent,no,2008-08-11
88757,cellular,799,6,999,nonexistent,no,2008-07-27
5968,cellular,182,1,999,failure,no,2009-12-24
30914,cellular,68,1,999,nonexistent,no,2008-08-05
96079,telephone,165,2,999,failure,yes,2009-04-24
83442,telephone,64,18,999,nonexistent,no,2008-08-13
42984,cellular,87,1,999,nonexistent,no,2009-05-19
16066,telephone,574,3,999,nonexistent,no,2008-05-27
75325,telephone,171,4,999,nonexistent,no,2008-05-13
16886,telephone,179,2,999,nonexistent,no,2008-06-08
30970,telephone,206,4,999,nonexistent,yes,2009-06-15
91104,cellular,77,2,999,nonexistent,no,2009-05-26
44999,telephone,48,1,999,nonexistent,no,2008-05-30
87718,telephone,101,1,999,nonexistent,no,2008-06-29
87251,telephone,276,2,999,nonexistent,no,2009-05-05
1932,cellular,241,2,999,failure,no,2009-05-03
23677,cellular,1285,2,999,failure,no,2009-04-30
98157,cellular,117,2,999,nonexistent,no,2009-05-25
50827,cellular,153,2,999,nonexistent,no,2008-07-07
69971,telephone,235,5,999,nonexistent,no,2008-06-29
52596,telephone,599,2,999,nonexistent,no,2008-05-29
91579,telephone,223,1,999,nonexistent,no,2008-05-04
1173,telephone,417,2,999,nonexistent,no,2008-05-01
58306,cellular,374,1,999,nonexistent,yes,2010-09-25
30093,cellular,50,1,999,nonexistent,no,2009-05-02
77555,cellular,8,7,999,nonexistent,no,2009-05-29
84689,telephone,205,5,999,nonexistent,no,2008-06-23
26450,telephone,47,1,999,nonexistent,no,2008-06-03
61029,telephone,174,3,999,nonexistent,no,2008-11-08
82850,cellular,686,4,999,nonexistent,yes,2008-08-18
14674,cellular,123,2,6,success,no,2010-07-02
61943,telephone,202,3,999,nonexistent,no,2008-05-02
76632,cellular,232,1,999,failure,no,2008-11-05
56758,cellular,55,4,999,nonexistent,no,2009-05-05
74275,cellular,166,1,999,nonexistent,no,2008-07-22
33771,cellular,340,2,999,nonexistent,no,2008-08-08
66156,cellular,92,1,999,nonexistent,no,2008-11-10
7738,telephone,42,1,999,nonexistent,no,2008-06-20
18590,cellular,573,1,999,failure,no,2009-05-12
25022,cellular,502,2,999,nonexistent,no,2008-07-24
55639,telephone,672,2,999,nonexistent,no,2008-06-30
27895,cellular,400,2,999,nonexistent,no,2008-11-13
16118,cellular,305,1,11,success,yes,2010-03-05
56669,telephone,8,1,999,failure,no,2010-06-30
16939,cellular,173,1,999,nonexistent,no,2008-07-03
79645,cellular,55,1,999,nonexistent,no,2008-08-21
73741,cellular,295,1,999,nonexistent,no,2008-07-20
68003,cellular,180,1,999,nonexistent,no,2009-04-10
69933,cellular,212,1,999,nonexistent,yes,2009-09-25
34578,cellular,67,3,999,failure,no,2009-08-20
70085,cellular,93,2,999,failure,no,2009-03-09
74304,telephone,732,2,999,nonexistent,yes,2008-06-15
67302,telephone,113,3,999,nonexistent,no,2008-05-05
34513,telephone,346,2,999,nonexistent,no,2008-06-18
21499,cellular,324,2,999,nonexistent,no,2009-05-17
71287,telephone,347,1,999,nonexistent,no,2008-05-20
62102,telephone,465,8,999,nonexistent,no,2008-05-14
44205,cellular,738,1,999,nonexistent,yes,2009-08-30
79249,telephone,89,1,999,nonexistent,no,2008-06-30
5855,cellular,136,1,999,nonexistent,no,2009-06-19
90030,cellular,483,1,999,failure,no,2009-05-22
89704,telephone,158,2,999,nonexistent,no,2008-06-14
18196,telephone,180,2,999,nonexistent,no,2008-05-06
48333,cellular,168,1,999,nonexistent,no,2008-11-10
56771,telephone,119,2,999,nonexistent,no,2008-05-18
19857,telephone,154,2,999,failure,no,2009-05-10
24212,cellular,553,1,999,failure,no,2009-05-28
15115,cellular,64,1,999,nonexistent,no,2008-08-15
79056,cellular,222,2,999,nonexistent,no,2009-04-12
27308,cellular,50,4,999,nonexistent,no,2008-07-23
68276,cellular,236,3,999,nonexistent,no,2009-05-18
28356,cellular,230,1,3,success,yes,2010-09-27
28901,telephone,858,1,999,nonexistent,yes,2008-05-04
65510,telephone,213,2,999,nonexistent,no,2008-05-30
25098,cellular,83,4,999,nonexistent,no,2008-07-14
71660,cellular,114,1,999,nonexistent,no,2009-06-27
86521,cellular,185,2,999,nonexistent,no,2008-08-29
62490,telephone,198,1,999,nonexistent,no,2008-05-25
18696,cellular,686,1,999,nonexistent,yes,2008-11-22
23828,telephone,427,1,999,nonexistent,no,2008-05-15
85110,telephone,184,4,999,nonexistent,no,2008-05-17
11722,cellular,203,2,999,failure,no,2009-05-05
2614,telephone,120,5,999,nonexistent,no,2008-05-14
2720,telephone,213,4,999,nonexistent,no,2009-05-16
43370,cellular,413,1,999,nonexistent,no,2009-05-01
80422,cellular,464,3,999,nonexistent,no,2009-05-15
29316,cellular,67,1,999,nonexistent,no,2009-05-05
45564,cellular,344,2,12,success,yes,2010-10-10
26336,telephone,286,3,999,nonexistent,no,2008-07-10
53252,cellular,128,1,999,nonexistent,no,2009-05-10
67871,cellular,483,2,999,nonexistent,no,2008-07-07
39764,cellular,83,2,999,nonexistent,no,2008-07-12
84447,cellular,456,2,999,failure,no,2009-05-02
68162,cellular,385,2,999,failure,yes,2009-08-26
56033,cellular,311,1,3,success,yes,2010-10-07
30987,cellular,51,1,999,nonexistent,no,2008-07-19
42445,telephone,11,21,999,nonexistent,no,2008-06-14
61680,cellular,81,3,999,nonexistent,no,2008-07-06
23510,cellular,192,19,999,nonexistent,no,2008-07-15
60419,cellular,413,2,999,nonexistent,no,2009-04-18
59474,telephone,552,3,999,nonexistent,yes,2008-05-11
13112,cellular,1309,4,999,nonexistent,yes,2008-07-05
69414,telephone,111,1,999,nonexistent,no,2008-05-17
11007,cellular,411,1,999,failure,yes,2010-10-19
38763,cellular,210,1,999,nonexistent,no,2008-11-12
57908,cellular,196,1,999,nonexistent,no,2008-08-09
43528,cellular,126,1,999,nonexistent,no,2009-04-06
49035,cellular,66,4,999,nonexistent,no,2008-08-04
18674,cellular,385,2,999,nonexistent,yes,2009-10-26
67447,cellular,111,1,999,nonexistent,no,2008-08-28
2839,cellular,91,10,999,nonexistent,no,2008-07-15
39903,cellular,361,1,999,nonexistent,no,2009-04-04
77485,cellular,143,1,999,nonexistent,no,2008-07-29
10076,cellular,461,2,999,failure,no,2009-04-02
70540,cellular,342,2,999,nonexistent,no,2009-04-13
72978,telephone,24,1,999,nonexistent,no,2008-05-05
67993,telephone,122,3,999,nonexistent,no,2009-08-10
65280,cellular,112,7,999,nonexistent,no,2009-09-13
39613,cellular,148,2,999,nonexistent,no,2009-04-20
9918,telephone,49,2,999,nonexistent,no,2008-06-08
63499,telephone,95,1,999,nonexistent,no,2008-05-07
53282,telephone,216,4,999,nonexistent,no,2008-06-06
74488,cellular,253,2,999,failure,no,2009-05-25
40861,cellular,225,1,999,nonexistent,no,2008-07-30
21000,cellular,1018,1,999,nonexistent,no,2008-07-01
3178,cellular,425,2,999,nonexistent,no,2008-08-25
27852,cellular,192,1,999,nonexistent,no,2008-08-13
90285,telephone,159,1,999,nonexistent,no,2008-06-19
10040,cellular,53,1,999,nonexistent,no,2008-11-07
84031,cellular,186,2,999,failure,no,2009-05-17
61857,cellular,254,2,999,nonexistent,no,2008-11-17
83112,cellular,128,2,999,failure,no,2009-05-09
96175,cellular,178,11,999,nonexistent,no,2008-07-22
77067,telephone,21,5,999,nonexistent,no,2009-05-11
62199,cellular,77,3,999,nonexistent,no,2009-04-06
37919,cellular,294,1,999,nonexistent,no,2008-11-15
77706,cellular,191,3,999,nonexistent,no,2008-08-22
61548,cellular,82,2,999,nonexistent,no,2008-11-06
73290,telephone,2429,1,999,nonexistent,no,2008-10-11
58027,cellular,198,1,999,nonexistent,no,2009-05-09
36512,cellular,415,2,999,nonexistent,yes,2008-07-12
79352,cellular,739,1,999,nonexistent,yes,2008-08-18
93525,cellular,414,2,999,nonexistent,yes,2010-07-05
51310,cellular,488,1,999,nonexistent,no,2008-08-11
82257,cellular,170,3,999,nonexistent,no,2008-08-15
28851,cellular,155,2,999,nonexistent,no,2008-08-17
32944,telephone,358,3,999,nonexistent,no,2008-05-18
17795,cellular,494,1,6,success,yes,2010-04-19
16383,cellular,188,1,999,failure,no,2009-04-03
2114,cellular,150,1,999,nonexistent,no,2008-11-11
88924,telephone,252,1,999,nonexistent,no,2008-05-08
31078,cellular,144,3,999,nonexistent,no,2009-05-06
89418,cellular,307,4,999,nonexistent,no,2008-08-03
57835,cellular,770,7,999,nonexistent,no,2008-08-27
17976,cellular,38,2,999,nonexistent,no,2008-08-17
70365,cellular,282,1,999,failure,no,2009-05-24
96721,cellular,162,1,999,nonexistent,no,2008-11-07
74388,telephone,230,2,999,nonexistent,no,2008-05-17
31930,cellular,235,1,999,nonexistent,no,2009-05-03
1503,telephone,837,2,999,nonexistent,no,2008-05-22
91929,cellular,144,6,999,failure,no,2008-11-25
96208,cellular,127,1,999,nonexistent,no,2008-08-06
19696,cellular,543,1,999,nonexistent,yes,2008-08-13
49930,telephone,172,2,999,nonexistent,no,2008-05-27
7112,cellular,156,2,999,nonexistent,no,2008-08-22
28769,cellular,208,2,999,nonexistent,no,2009-05-06
54875,cellular,131,1,999,nonexistent,no,2009-04-24
87761,cellular,667,1,999,nonexistent,yes,2009-04-21
34261,cellular,107,1,999,nonexistent,no,2009-05-18
89552,telephone,416,2,999,nonexistent,no,2008-05-30
7456,telephone,530,2,999,nonexistent,no,2008-05-10
99073,cellular,237,1,999,nonexistent,yes,2009-04-02
35200,cellular,297,1,999,nonexistent,no,2008-11-26
31906,telephone,699,3,999,nonexistent,no,2008-05-04
95313,cellular,103,3,999,nonexistent,no,2009-03-07
68500,cellular,95,1,999,nonexistent,no,2008-07-21
33666,cellular,163,1,999,failure,no,2009-04-06
32206,cellular,118,1,999,nonexistent,no,2008-08-01
78677,cellular,144,8,999,failure,no,2010-08-24
68680,telephone,198,2,999,nonexistent,no,2008-05-06
18137,cellular,339,2,999,nonexistent,no,2010-05-04
3489,cellular,1369,3,999,nonexistent,no,2009-05-12
52199,cellular,279,2,999,nonexistent,yes,2009-04-03
43424,telephone,367,6,999,failure,no,2009-05-01
62242,cellular,69,2,999,nonexistent,no,2008-08-16
31777,telephone,98,2,999,nonexistent,no,2008-05-08
83619,telephone,162,2,999,nonexistent,no,2008-05-23
89832,cellular,699,1,999,failure,yes,2009-06-19
70273,cellular,414,2,999,failure,no,2010-11-30
68199,cellular,261,12,999,nonexistent,no,2008-07-05
73512,cellular,1505,3,999,nonexistent,yes,2008-08-20
79196,cellular,18,6,999,nonexistent,no,2009-05-07
51204,cellular,272,1,999,nonexistent,yes,2010-08-15
99992,telephone,240,2,999,nonexistent,no,2008-06-23
78382,cellular,604,2,999,nonexistent,no,2010-10-02
57150,cellular,229,1,999,nonexistent,no,2008-08-18
71811,cellular,149,1,999,failure,yes,2009-08-27
91983,telephone,379,1,999,nonexistent,no,2008-06-01
13984,telephone,325,2,999,nonexistent,no,2008-05-19
4969,cellular,179,5,999,nonexistent,no,2008-07-30
19791,cellular,71,3,999,nonexistent,no,2008-07-02
83764,cellular,97,1,999,nonexistent,no,2008-08-24
10493,telephone,230,2,999,nonexistent,no,2008-05-27
30892,telephone,319,4,999,nonexistent,no,2008-06-30
23243,telephone,202,2,999,nonexistent,no,2008-06-12
76115,cellular,590,1,999,nonexistent,no,2009-05-04
28579,cellular,121,1,999,nonexistent,no,2008-11-28
80238,cellular,65,1,999,nonexistent,no,2008-08-26
31794,cellular,15,7,999,nonexistent,no,2009-05-24
87291,cellular,99,6,999,failure,yes,2009-07-04
50357,telephone,588,3,999,nonexistent,no,2008-05-20
35835,cellular,301,2,4,success,yes,2010-06-16
93988,cellular,128,1,999,failure,no,2008-11-28
8155,telephone,174,1,999,nonexistent,no,2008-06-27
42241,cellular,157,5,999,nonexistent,no,2009-05-28
34262,telephone,227,2,999,nonexistent,no,2008-06-03
97628,cellular,164,2,999,nonexistent,no,2009-05-11
26232,telephone,122,4,999,nonexistent,no,2008-07-13
67237,cellular,615,1,999,nonexistent,yes,2009-04-14
18851,cellular,43,1,999,nonexistent,no,2009-05-16
71194,telephone,20,7,999,nonexistent,no,2008-06-18
33976,telephone,67,3,999,nonexistent,no,2008-06-24
6067,cellular,73,4,999,nonexistent,no,2008-11-14
54580,cellular,711,2,999,nonexistent,no,2008-11-02
75767,cellular,357,2,999,nonexistent,no,2008-08-22
58595,telephone,326,4,999,nonexistent,no,2008-05-12
22157,cellular,140,2,999,nonexistent,yes,2009-06-13
52007,cellular,599,2,999,nonexistent,no,2009-05-01
4293,telephone,215,1,999,nonexistent,no,2008-05-22
86457,cellular,202,2,999,nonexistent,no,2009-04-18
27261,cellular,1165,4,999,nonexistent,no,2008-07-06
90865,telephone,380,4,999,nonexistent,no,2008-06-14
68550,telephone,139,2,999,nonexistent,no,2008-05-20
41640,telephone,129,4,999,nonexistent,no,2008-06-29
82984,cellular,472,1,999,nonexistent,no,2009-08-24
80153,cellular,67,3,999,nonexistent,no,2008-11-27
95558,cellular,208,2,999,nonexistent,no,2008-07-28
56563,cellular,450,2,999,nonexistent,no,2009-05-21
89065,cellular,412,2,999,nonexistent,no,2009-04-16
67074,telephone,162,2,999,nonexistent,no,2008-11-15
2369,cellular,274,3,999,nonexistent,no,2008-07-07
19831,telephone,92,1,999,nonexistent,no,2008-05-17
8642,telephone,377,1,999,nonexistent,no,2008-07-26
61787,cellular,312,1,999,nonexistent,no,2008-07-02
53384,telephone,480,1,999,nonexistent,no,2008-05-22
27314,cellular,247,2,999,failure,no,2009-05-28
76603,telephone,141,4,999,nonexistent,no,2008-05-13
43116,cellular,536,2,999,nonexistent,no,2008-11-09
87316,cellular,105,1,999,nonexistent,no,2009-05-25
90099,telephone,235,1,999,nonexistent,no,2008-06-24
14904,telephone,255,5,999,nonexistent,no,2008-05-17
10341,cellular,89,2,999,nonexistent,yes,2009-08-27
49871,telephone,17,10,999,nonexistent,no,2008-06-22
50200,cellular,1332,2,999,nonexistent,yes,2009-04-09
14220,telephone,230,1,999,nonexistent,no,2008-05-15
13490,cellular,143,1,999,nonexistent,no,2008-11-27
1245,cellular,159,1,999,failure,no,2009-05-16
72600,cellular,1055,1,999,nonexistent,no,2008-11-10
62049,cellular,577,1,999,nonexistent,no,2009-05-15
86604,telephone,300,3,999,nonexistent,no,2008-06-20
94495,telephone,406,3,999,nonexistent,no,2008-06-06
51298,telephone,225,2,999,nonexistent,no,2008-07-21
91199,cellular,834,1,999,nonexistent,no,2008-07-04
85873,cellular,850,2,999,nonexistent,no,2008-11-25
22861,cellular,25,1,999,nonexistent,no,2008-08-06
18062,cellular,486,1,999,failure,no,2010-08-06
67460,cellular,112,3,999,nonexistent,no,2008-08-22
2446,telephone,107,1,999,nonexistent,no,2008-05-28
41823,telephone,444,5,999,nonexistent,no,2008-07-19
91250,cellular,85,2,999,nonexistent,no,2008-07-05
48404,cellular,135,1,999,nonexistent,no,2008-08-04
25219,cellular,426,1,999,failure,no,2009-05-18
70794,cellular,73,2,999,failure,no,2008-11-24
55771,telephone,387,1,999,nonexistent,no,2008-06-05
45015,cellular,67,6,999,nonexistent,no,2008-08-18
45830,telephone,283,3,999,nonexistent,no,2008-05-21
15090,telephone,179,7,999,nonexistent,no,2008-06-16
32636,telephone,220,6,999,nonexistent,no,2008-06-28
67917,cellular,36,2,999,nonexistent,no,2009-08-12
64763,cellular,467,1,999,nonexistent,no,2008-07-25
89535,cellular,136,1,999,nonexistent,no,2008-07-24
38773,telephone,143,1,999,nonexistent,no,2008-05-26
61132,cellular,406,1,999,nonexistent,no,2008-08-25
12087,telephone,484,8,999,nonexistent,no,2008-06-21
73936,cellular,1336,2,999,nonexistent,yes,2009-08-15
22261,telephone,97,1,999,nonexistent,no,2008-05-21
6684,cellular,137,1,999,nonexistent,no,2008-07-19
35972,cellular,180,2,999,nonexistent,no,2010-10-06
73097,cellular,236,3,999,nonexistent,no,2008-08-01
9845,cellular,161,1,999,failure,yes,2009-11-09
14816,cellular,255,2,999,nonexistent,no,2010-06-08
32350,cellular,122,4,999,failure,no,2009-11-30
33628,telephone,164,2,999,nonexistent,no,2008-06-10
63895,telephone,601,1,999,nonexistent,no,2008-05-21
60585,telephone,317,7,999,nonexistent,no,2008-05-12
71495,cellular,129,2,999,nonexistent,no,2008-07-17
2011,cellular,483,1,999,nonexistent,no,2008-07-07
57468,telephone,227,1,999,nonexistent,no,2008-05-03
31564,telephone,36,4,999,nonexistent,no,2008-06-16
87985,cellular,576,1,999,nonexistent,yes,2009-08-20
41320,cellular,386,3,999,nonexistent,no,2008-08-05
30080,cellular,76,1,999,failure,no,2009-04-09
29465,cellular,216,4,999,nonexistent,no,2008-11-28
79349,cellular,75,2,999,nonexistent,no,2008-11-09
94619,cellular,434,3,999,failure,no,2009-05-25
6378,telephone,155,1,999,nonexistent,no,2008-11-26
73774,telephone,384,2,999,nonexistent,no,2008-05-20
97004,cellular,437,1,999,nonexistent,no,2008-07-18
17111,telephone,133,2,999,nonexistent,no,2008-05-04
9791,cellular,312,2,999,nonexistent,no,2008-07-18
55611,cellular,162,1,3,success,no,2009-08-02
81313,telephone,63,2,999,nonexistent,no,2008-05-05
17663,cellular,124,1,999,nonexistent,no,2008-07-10
71459,cellular,98,2,999,failure,no,2009-07-30
84105,cellular,687,1,0,success,yes,2009-04-06
61563,cellular,84,1,999,failure,yes,2009-04-21
84952,cellular,201,1,999,nonexistent,yes,2010-06-12
98432,telephone,490,1,999,nonexistent,no,2009-09-20
44943,telephone,61,3,999,nonexistent,no,2008-11-01
61689,cellular,169,1,999,nonexistent,no,2008-08-16
83544,cellular,184,2,999,nonexistent,no,2008-11-02
83267,telephone,76,2,999,nonexistent,no,2008-05-22
97610,cellular,170,3,999,nonexistent,no,2008-08-14
24467,cellular,165,1,999,nonexistent,no,2009-05-12
44043,cellular,130,2,999,nonexistent,no,2008-08-28
90492,telephone,177,4,999,nonexistent,no,2008-05-19
30938,telephone,352,2,999,failure,no,2009-05-04
76202,telephone,139,2,999,nonexistent,no,2008-05-18
90315,cellular,124,4,999,nonexistent,no,2008-08-05
24867,cellular,18,4,999,nonexistent,no,2008-11-22
60148,telephone,469,2,999,nonexistent,no,2008-05-15
52122,cellular,187,1,999,nonexistent,no,2009-05-11
80772,cellular,352,3,999,nonexistent,no,2008-11-09
59271,telephone,250,1,999,nonexistent,no,2008-06-06
74972,telephone,129,3,999,nonexistent,no,2008-05-17
84126,telephone,151,5,999,nonexistent,no,2009-05-19
99970,telephone,364,1,999,nonexistent,no,2009-05-22
11076,cellular,168,2,999,nonexistent,no,2009-05-10
28414,telephone,99,2,999,nonexistent,no,2008-05-01
77312,cellular,143,1,999,nonexistent,no,2008-11-24
88076,cellular,366,3,3,success,no,2008-11-19
71893,cellular,110,2,999,nonexistent,no,2008-08-05
87654,cellular,210,1,999,failure,no,2009-04-10
61408,cellular,242,3,999,nonexistent,no,2008-08-09
80374,telephone,411,3,999,nonexistent,no,2008-05-01
90854,telephone,43,1,999,nonexistent,no,2008-11-24
97136,telephone,242,3,999,nonexistent,no,2008-05-03
71091,telephone,473,1,999,nonexistent,no,2008-05-06
63384,cellular,85,2,999,nonexistent,no,2009-12-22
46669,telephone,26,1,999,nonexistent,no,2008-11-29
18834,telephone,650,2,999,nonexistent,no,2008-06-26
80913,cellular,335,2,999,nonexistent,yes,2009-06-24
53065,cellular,110,2,999,nonexistent,no,2009-04-23
62238,telephone,232,1,999,nonexistent,no,2008-05-14
17333,telephone,552,1,999,nonexistent,no,2008-06-19
50635,telephone,827,5,999,nonexistent,no,2008-05-03
74113,cellular,227,2,999,nonexistent,no,2010-05-17
39177,telephone,42,1,999,nonexistent,no,2009-06-18
85544,cellular,188,2,999,nonexistent,no,2008-11-05
25956,telephone,554,1,999,nonexistent,yes,2008-06-05
60847,telephone,116,1,999,nonexistent,no,2008-06-24
12162,telephone,288,1,999,nonexistent,no,2008-05-20
94793,cellular,289,1,999,nonexistent,no,2009-04-21
29312,telephone,230,2,999,nonexistent,no,2008-05-06
64113,telephone,135,1,999,nonexistent,no,2008-06-03
99808,telephone,63,1,999,nonexistent,no,2008-06-19
45021,telephone,85,2,999,nonexistent,no,2009-04-22
28048,telephone,579,2,999,nonexistent,no,2008-05-30
31286,cellular,110,2,999,nonexistent,no,2008-11-12
59045,cellular,247,3,999,nonexistent,no,2009-06-21
52934,cellular,1,1,999,nonexistent,no,2009-04-12
20961,telephone,200,2,999,nonexistent,no,2008-06-01
81723,cellular,553,2,999,nonexistent,no,2009-05-01
14050,cellular,158,1,999,nonexistent,no,2008-08-22
10273,telephone,166,2,999,nonexistent,no,2008-05-23
84024,telephone,147,1,999,failure,no,2008-11-05
79240,telephone,216,5,999,nonexistent,no,2008-06-07
75007,telephone,172,1,999,nonexistent,no,2008-06-02
50494,telephone,171,2,999,nonexistent,no,2008-05-19
84407,cellular,11,9,999,nonexistent,no,2008-08-25
46054,telephone,142,1,999,nonexistent,no,2008-06-10
28829,telephone,120,1,999,nonexistent,no,2008-05-06
35360,cellular,1148,2,999,nonexistent,yes,2008-08-21
93501,cellular,679,4,999,nonexistent,no,2008-08-13
91810,cellular,234,6,999,nonexistent,no,2008-07-01
24368,cellular,58,1,999,nonexistent,no,2008-07-16
94145,telephone,130,2,999,nonexistent,no,2008-05-18
99934,cellular,99,2,999,nonexistent,no,2008-07-02
46612,cellular,356,2,999,failure,no,2009-05-11
18115,cellular,203,2,999,nonexistent,no,2009-05-21
89376,cellular,196,4,999,nonexistent,no,2008-07-06
23294,telephone,209,3,999,nonexistent,no,2008-06-10
8089,telephone,156,1,999,nonexistent,no,2008-05-11
93642,cellular,90,1,999,nonexistent,no,2008-08-12
92066,telephone,376,1,999,failure,no,2009-10-22
82930,telephone,605,5,999,nonexistent,no,2008-06-15
25950,cellular,121,1,999,failure,no,2009-08-12
96485,telephone,128,1,999,nonexistent,no,2008-05-12
60923,telephone,259,1,999,nonexistent,no,2008-05-22
10006,telephone,324,1,999,nonexistent,no,2008-06-18
6513,cellular,188,3,999,nonexistent,no,2008-08-30
20942,cellular,214,1,999,nonexistent,yes,2010-04-26
1633,telephone,72,2,999,nonexistent,no,2008-05-15
52647,cellular,546,3,999,nonexistent,yes,2009-05-27
80416,telephone,281,2,999,failure,no,2008-11-23
50444,cellular,154,1,999,nonexistent,no,2008-08-14
95884,cellular,95,2,999,nonexistent,no,2008-08-29
53272,cellular,296,1,999,nonexistent,no,2009-05-07
79504,cellular,641,1,999,nonexistent,yes,2008-07-06
76938,cellular,628,1,999,nonexistent,no,2009-05-21
15438,cellular,103,1,4,success,no,2009-08-10
96647,cellular,192,3,999,nonexistent,yes,2009-08-21
66594,telephone,152,1,999,nonexistent,no,2008-05-23
4790,cellular,455,2,999,nonexistent,no,2008-11-08
90576,cellular,95,1,999,nonexistent,no,2008-11-07
87962,cellular,360,13,999,nonexistent,no,2008-07-02
89961,telephone,168,1,999,nonexistent,no,2008-07-17
50107,cellular,317,1,999,failure,no,2009-05-24
7390,cellular,362,1,999,failure,no,2009-04-23
51200,telephone,208,2,999,nonexistent,no,2008-05-10
80888,telephone,61,1,999,nonexistent,no,2008-07-07
2091,cellular,742,1,999,nonexistent,yes,2010-11-09
8443,cellular,112,1,999,nonexistent,no,2008-11-30
